bloomberg_ticker,numerai_exit_date,numerai_entry_date,hconm,hcik,map_start,map_end
IVX US,2006-01-20,2003-01-31,IVAX CORP,772197.0,2007-04-14,2099-12-31
IVZ US,2022-02-11,2008-01-04,AMVESCAP PLC,914208.0,2007-04-14,2007-06-08
IVZ US,2022-02-11,2008-01-04,INVESCO LTD,909462.0,2008-02-09,2008-07-11
IVZ US,2022-02-11,2008-01-04,INVESCO LTD,914208.0,2007-12-08,2099-12-31
IVZ US,2022-02-11,2008-01-04,INVESCO PLC,914208.0,2007-06-09,2007-12-07
IVZ US,2022-02-11,2008-01-04,PHC INC/MA  -CL A,915127.0,2007-04-14,2099-12-31
IVZ US,2022-02-11,2008-01-04,SHURGARD STORAGE CTRS  -CL A,906933.0,2007-04-14,2099-12-31
IWA US,2010-05-28,2005-08-12,IOWA TELECOM SERVICES INC,1120462.0,2007-04-14,2099-12-31
IWOV US,2009-03-13,2003-01-31,INTERWOVEN INC,1042431.0,2007-04-14,2099-12-31
IXYS US,2014-07-11,2003-10-03,IXYS CORP,945699.0,2007-04-14,2099-12-31
J US,2022-02-11,2003-01-31,JACOBS ENGINEERING GROUP INC,52988.0,2007-04-14,2021-03-12
J US,2022-02-11,2003-01-31,JACOBS ENGINEERING GROUP INC,52988.0,2021-03-13,2099-12-31
JACK US,2022-02-11,2003-01-31,JACK IN THE BOX INC,807882.0,2007-04-14,2099-12-31
JAG US,2020-01-03,2017-10-20,JAGGED PEAK ENERGY INC,1685715.0,2017-02-11,2099-12-31
JAG US,2020-01-03,2017-10-20,JAGGED PEAK ENERGY INC-REDH,1685715.0,2017-01-14,2017-02-10
JAH US,2016-04-15,2004-02-06,JARDEN CORP,895655.0,2007-04-14,2099-12-31
JAKK US,2016-12-16,2003-07-18,JAKKS PACIFIC INC,1009829.0,2007-04-14,2099-12-31
JAKK US,2016-12-16,2003-07-18,JAKKS PACIFIC INC,1009829.0,2007-04-14,2099-12-31
JAMF US,2022-02-11,2021-04-16,JAMF HOLDING CORP,1721947.0,2020-09-12,2099-12-31
JAS US,2011-03-18,2004-07-30,JO-ANN STORES INC,34151.0,2007-04-14,2099-12-31
JAV US,2010-05-21,2007-06-29,JAVELIN PHARMACEUTICALS INC,50710.0,2007-04-14,2099-12-31
JAVA US,2010-01-22,2007-08-31,SUN MICROSYSTEMS INC,709519.0,2007-04-14,2099-12-31
JAVA US,2010-01-22,2007-08-31,SUN MICROSYSTEMS INC,709519.0,2007-04-14,2099-12-31
JAZZ US,2022-02-11,2012-02-03,JAZZ PHARMACEUTICALS INC,1232524.0,2007-06-09,2012-02-10
JAZZ US,2022-02-11,2012-02-03,JAZZ PHARMACEUTICALS PLC,1232524.0,2012-02-11,2099-12-31
JBHT US,2022-02-11,2003-04-25,HUNT (JB) TRANSPRT SVCS INC,728535.0,2007-04-14,2099-12-31
JBL US,2022-02-11,2003-01-31,JABIL CIRCUIT INC,898293.0,2007-04-14,2017-06-09
JBL US,2022-02-11,2003-01-31,JABIL INC,898293.0,2017-06-10,2099-12-31
JBLU US,2022-02-11,2003-04-25,JETBLUE AIRWAYS CORP,1158463.0,2007-04-14,2099-12-31
JBSS US,2005-05-06,2003-12-05,SANFILIPPO JOHN B&SON,880117.0,2007-04-14,2099-12-31
JBT US,2022-02-11,2009-04-10,JOHN BEAN TECHNOLOGIES,1433660.0,2008-08-09,2099-12-31
JCG US,2011-03-04,2007-03-23,J CREW GROUP INC,1051251.0,2007-04-14,2099-12-31
JCG US,2011-03-04,2007-03-23,EURAMAX HOLDINGS INC,1026743.0,2010-09-11,2099-12-31
JCG US,2011-03-04,2007-03-23,EURAMAX INTERNATIONAL INC,1026743.0,2007-04-14,2010-09-10
JCI US,2022-02-11,2013-02-22,JOHNSON CONTROLS INTL PLC,833444.0,2016-11-12,2099-12-31
JCI US,2022-02-11,2013-02-22,JOHNSON CONTROLS INC,53669.0,2007-04-14,2016-09-09
JCI US,2022-02-11,2013-02-22,JOHNSON CONTROLS INTL PLC,53669.0,2016-09-10,2016-10-07
JCI US,2022-02-11,2013-02-22,JOHNSON CONTROLS INTL PLC,833444.0,2016-10-08,2016-11-11
JCI US,2022-02-11,2013-02-22,JOHNSON CONTROLS INTL PLC,833444.0,2016-11-12,2099-12-31
JCI US,2022-02-11,2013-02-22,JOHNSON CONTROLS INC,53669.0,2007-04-14,2016-09-09
JCI US,2022-02-11,2013-02-22,JOHNSON CONTROLS INTL PLC,53669.0,2016-09-10,2016-10-07
JCI US,2022-02-11,2013-02-22,JOHNSON CONTROLS INTL PLC,833444.0,2016-10-08,2016-11-11
JCOM US,2021-10-01,2012-01-06,J2 GLOBAL COMMUNICATIONS INC,1084048.0,2007-04-14,2011-12-09
JCOM US,2021-10-01,2012-01-06,J2 GLOBAL INC,1084048.0,2011-12-10,2018-10-12
JCOM US,2021-10-01,2012-01-06,J2 GLOBAL INC,1084048.0,2018-10-13,2021-10-08
JCOM US,2021-10-01,2012-01-06,ZIFF DAVIS INC,1084048.0,2021-10-09,2099-12-31
JDAS US,2012-12-14,2003-06-20,JDA SOFTWARE GROUP INC,1006892.0,2007-04-14,2099-12-31
JDSU US,2015-07-31,2006-11-17,JDS UNIPHASE CORP,912093.0,2007-04-14,2015-08-07
JDSU US,2015-07-31,2006-11-17,VIAVI SOLUTIONS INC,912093.0,2015-08-08,2099-12-31
JEF US,2022-02-11,2004-10-22,JEFFERIES GROUP INC,1084580.0,2007-04-14,2013-05-10
JEF US,2022-02-11,2004-10-22,JEFFERIES GROUP LLC,1084580.0,2013-05-11,2099-12-31
JEF US,2022-02-11,2004-10-22,JEFFERIES FINANCIAL GRP INC,96223.0,2018-06-09,2021-05-07
JEF US,2022-02-11,2004-10-22,LEUCADIA NATIONAL CORP,96223.0,2007-04-14,2018-06-08
JEF US,2022-02-11,2004-10-22,JEFFERIES FINANCIAL GRP INC,96223.0,2021-05-08,2099-12-31
JELD US,2022-02-11,2017-10-20,JELD-WEN HOLDING INC,1674335.0,2017-02-11,2099-12-31
JELD US,2022-02-11,2017-10-20,JELD-WEN HOLDING INC -REDH,1674335.0,2016-08-13,2017-02-10
JGW US,2015-03-20,2014-12-19,J.G. WENTWORTH CO,1580185.0,2014-10-11,2099-12-31
JGW US,2015-03-20,2014-12-19,JGWPT HOLDINGS INC,1580185.0,2013-12-14,2014-10-10
JGW US,2015-03-20,2014-12-19,JGWPT HOLDINGS INC-REDH,1580185.0,2013-11-09,2013-12-13
JH US,2006-08-25,2003-01-31,HARLAND (JOHN H.) CO,45599.0,2007-04-14,2099-12-31
JHF US,2004-04-23,2003-01-31,HANCOCK JOHN FINL SVCS INC,736260.0,2007-04-14,2099-12-31
JHG US,2022-02-11,2018-02-23,JANUS HENDERSON GROUP PLC,1274173.0,2017-06-10,2099-12-31
JILL US,2019-05-24,2003-09-19,J JILL GROUP INC,910721.0,2007-04-14,2099-12-31
JILL US,2019-05-24,2003-09-19,J JILL INC,1687932.0,2017-04-08,2099-12-31
JILL US,2019-05-24,2003-09-19,J JILL INC,1687932.0,2017-04-08,2099-12-31
JIVE US,2017-06-09,2012-09-07,JIVE SOFTWARE INC,1462633.0,2012-01-14,2099-12-31
JIVE US,2017-06-09,2012-09-07,JIVE SOFTWARE INC  -REDH,1462633.0,2011-09-10,2012-01-13
JJSF US,2022-02-11,2004-01-23,J & J SNACK FOODS CORP,785956.0,2007-04-14,2099-12-31
JJZ US,2007-01-05,2003-09-19,JACUZZI BRANDS INC,1056874.0,2007-04-14,2099-12-31
JKHY US,2022-02-11,2003-01-31,HENRY (JACK) & ASSOCIATES,779152.0,2010-12-11,2099-12-31
JKHY US,2022-02-11,2003-01-31,HENRY (JACK) & ASSOCIATES,779152.0,2007-04-14,2010-12-10
JLG US,2006-12-01,2003-05-09,JLG INDUSTRIES INC,216275.0,2007-04-14,2099-12-31
JLL US,2022-02-11,2003-09-19,JONES LANG LASALLE INC,1037976.0,2007-04-14,2008-09-12
JLL US,2022-02-11,2003-09-19,JONES LANG LASALLE INC,1037976.0,2008-09-13,2016-09-09
JLL US,2022-02-11,2003-09-19,JONES LANG LASALLE INC,1037976.0,2016-09-10,2099-12-31
JMBA US,2016-06-10,2007-10-26,JAMBA INC,1316898.0,2007-04-14,2099-12-31
JMBA US,2016-06-10,2007-10-26,JAMBA INC,1316898.0,2007-04-14,2099-12-31
JMDT US,2006-02-10,2005-10-28,JAMDAT MOBILE INC,1135271.0,2007-04-14,2099-12-31
JMIA US,2022-02-11,2020-01-03,JUMIA TECHNOLOGIE -ADR,1756708.0,2019-05-11,2099-12-31
JMIA US,2022-02-11,2020-01-03,JUMIA TECHNOLOGIE -ADR -REDH,1756708.0,2019-04-13,2019-05-10
JNCE US,2022-02-11,2017-10-20,JOUNCE THERAPEUTICS INC,1640455.0,2017-03-11,2099-12-31
JNCE US,2022-02-11,2017-10-20,JOUNCE THERAPEUTICS INC,1640455.0,2017-02-11,2017-03-10
JNCE US,2022-02-11,2017-10-20,JOUNCE THERAPEUTICS INC-REDH,1640455.0,2017-01-14,2017-02-10
JNJ US,2022-02-11,2003-01-31,JOHNSON & JOHNSON,200406.0,2007-04-14,2099-12-31
JNPR US,2022-02-11,2003-01-31,JUNIPER NETWORKS INC,1043604.0,2007-04-14,2099-12-31
JNS US,2017-05-26,2003-01-31,JANUS CAPITAL GROUP INC,1065865.0,2007-04-14,2017-06-09
JNY US,2014-04-04,2003-01-31,JONES APPAREL GROUP INC,874016.0,2007-04-14,2010-11-12
JNY US,2014-04-04,2003-01-31,JONES APPAREL GROUP INC,874016.0,2007-04-14,2010-11-12
JNY US,2014-04-04,2003-01-31,JONES GROUP INC,874016.0,2010-11-13,2099-12-31
JNY US,2014-04-04,2003-01-31,JONES GROUP INC,874016.0,2010-11-13,2099-12-31
JOE US,2012-12-07,2003-01-31,ST JOE CO,745308.0,2007-04-14,2016-09-09
JOE US,2012-12-07,2003-01-31,ST JOE CO,745308.0,2016-09-10,2099-12-31
JONE US,2017-06-16,2014-04-18,JONES ENERGY INC,1573166.0,2013-08-10,2099-12-31
JONE US,2017-06-16,2014-04-18,JONES ENERGY INC,1573166.0,2013-08-10,2099-12-31
JONE US,2017-06-16,2014-04-18,JONES ENERGY INC-REDH,1573166.0,2013-07-15,2013-08-09
JONE US,2017-06-16,2014-04-18,JONES ENERGY INC-REDH,1573166.0,2013-07-15,2013-08-09
JOR US,2006-03-24,2006-01-20,JORGENSEN (EARLE M.) CO,54003.0,2007-04-14,2099-12-31
JOSB US,2014-06-13,2003-09-19,JOS A BANK CLOTHIERS INC,920033.0,2007-04-14,2099-12-31
JOUT US,2020-02-28,2017-04-21,JOHNSON OUTDOORS INC  -CL A,788329.0,2007-04-14,2099-12-31
JOY US,2017-03-31,2003-01-31,JOY GLOBAL INC,801898.0,2007-04-14,2099-12-31
JP US,2006-03-24,2003-01-31,JEFFERSON-PILOT CORP,53347.0,2007-04-14,2099-12-31
JP US,2006-03-24,2003-01-31,JUPAI HOLDINGS LTD -ADR,1616291.0,2015-08-08,2099-12-31
JPM US,2022-02-11,2003-01-31,JPMORGAN CHASE & CO,19617.0,2014-03-08,2099-12-31
JPM US,2022-02-11,2003-01-31,JPMORGAN CHASE & CO,19617.0,2007-04-14,2014-03-07
JRC US,2007-06-22,2003-01-31,JOURNAL REGISTER CO,1035815.0,2007-04-14,2099-12-31
JRCC US,2012-05-25,2005-11-11,JAMES RIVER COAL CO,1297720.0,2007-04-14,2099-12-31
JRN US,2015-03-27,2004-06-25,JOURNAL COMMUNICATIONS INC,1232241.0,2014-05-10,2099-12-31
JRN US,2015-03-27,2004-06-25,JOURNAL COMMUNICATIONS INC,1232241.0,2007-04-14,2014-05-09
JRT US,2006-04-28,2006-04-07,JER INVESTORS TRUST INC,1294017.0,2016-09-10,2099-12-31
JRT US,2006-04-28,2006-04-07,JER INVESTORS TRUST INC,1294017.0,2016-09-10,2099-12-31
JRT US,2006-04-28,2006-04-07,JER INVESTORS TRUST INC,1294017.0,2007-04-14,2016-09-09
JRT US,2006-04-28,2006-04-07,JER INVESTORS TRUST INC,1294017.0,2007-04-14,2016-09-09
JRVR US,2022-02-11,2006-12-08,JAMES RIVER GROUP HLDGS LTD,1620459.0,2015-01-10,2099-12-31
JRVR US,2022-02-11,2006-12-08,JAMES RIVER GROUP INC,1325177.0,2007-04-14,2014-12-12
JRVR US,2022-02-11,2006-12-08,JAMES RIVER GRP HLDGS -REDH,1620459.0,2014-12-13,2015-01-09
JRVR US,2022-02-11,2006-12-08,JAMES RIVER GROUP HLDGS LTD,1620459.0,2015-01-10,2099-12-31
JRVR US,2022-02-11,2006-12-08,JAMES RIVER GROUP INC,1325177.0,2007-04-14,2014-12-12
JRVR US,2022-02-11,2006-12-08,JAMES RIVER GRP HLDGS -REDH,1620459.0,2014-12-13,2015-01-09
JTX US,2010-01-15,2005-03-18,JACKSON HEWITT TAX SERVICE,1283552.0,2007-04-14,2099-12-31
JUNO US,2018-03-02,2015-11-20,JUNO THERAPEUTICS INC,1594864.0,2015-01-10,2099-12-31
JUNO US,2018-03-02,2015-11-20,JUNO THERAPEUTICS INC -REDH,1594864.0,2014-12-13,2015-01-09
JWN US,2022-02-11,2003-01-31,NORDSTROM INC,72333.0,2007-04-14,2099-12-31
JYNT US,2022-02-11,2019-07-05,JOINT CORP (THE),1612630.0,2014-12-13,2099-12-31
JYNT US,2022-02-11,2019-07-05,JOINT CORP (THE)  -REDH,1612630.0,2014-11-08,2014-12-12
K US,2022-02-11,2003-01-31,KELLOGG CO,55067.0,2007-04-14,2099-12-31
KAI US,2022-02-11,2004-02-13,KADANT INC,886346.0,2007-04-14,2099-12-31
KALA US,2021-04-16,2018-04-13,KALA PHARMECUTICAL INC,1479419.0,2017-10-14,2099-12-31
KALA US,2021-04-16,2018-04-13,KALA PHARMECUTICAL INC- REDH,1479419.0,2017-07-09,2017-10-13
KALU US,2022-02-11,2007-08-10,KAISER ALUMINUM CORP,811596.0,2007-04-14,2099-12-31
KALV US,2022-02-11,2019-07-05,KALVISTA PHARMACEUTICALS,1348911.0,2016-12-10,2099-12-31
KAMN US,2022-02-11,2007-08-10,KAMAN CORP,54381.0,2020-07-11,2099-12-31
KAMN US,2022-02-11,2007-08-10,KAMAN CORP,54381.0,2007-04-14,2020-07-10
KAR US,2022-02-11,2005-03-11,ADESA INC,1281949.0,2007-04-14,2099-12-31
KAR US,2022-02-11,2005-03-11,ADESA INC,1281949.0,2008-09-13,2010-09-10
KAR US,2022-02-11,2005-03-11,KAR AUCTION SERVICES  -REDH,1395942.0,2009-12-12,2010-01-08
KAR US,2022-02-11,2005-03-11,KAR AUCTION SERVICES INC,1395942.0,2010-01-09,2099-12-31
KAR US,2022-02-11,2005-03-11,KAR HOLDINGS INC -REDH,1395942.0,2009-10-10,2009-12-11
KATE US,2017-07-07,2012-06-08,FIFTH & PACIFIC COS INC,352363.0,2012-06-09,2014-03-07
KATE US,2017-07-07,2012-06-08,KATE SPADE & CO,352363.0,2014-03-08,2099-12-31
KATE US,2017-07-07,2012-06-08,LIZ CLAIBORNE INC,352363.0,2007-04-14,2012-06-08
KBAL US,2022-02-11,2007-01-19,KIMBALL INTERNATIONAL  -CL B,55772.0,2008-01-12,2099-12-31
KBAL US,2022-02-11,2007-01-19,KIMBALL INTERNATIONAL  -CL B,55772.0,2007-04-14,2008-01-11
KBAY US,2007-02-02,2005-04-15,KANBAY INTERNATIONAL INC,1125011.0,2007-04-14,2099-12-31
KBH US,2022-02-11,2003-01-31,KB HOME,795266.0,2007-04-14,2099-12-31
KBR US,2022-02-11,2007-08-10,KBR INC,1357615.0,2007-04-14,2019-05-10
KBR US,2022-02-11,2007-08-10,KBR INC,1357615.0,2021-03-13,2099-12-31
KBR US,2022-02-11,2007-08-10,KBR INC,1357615.0,2019-05-11,2021-03-12
KBW US,2013-02-15,2009-01-09,KBW INC,1063494.0,2007-09-08,2099-12-31
KBW US,2013-02-15,2009-01-09,KBW INC -REDH,1063494.0,2007-04-14,2007-09-07
KCAP US,2014-06-27,2013-09-13,KCAP FINANCIAL INC,1372807.0,2012-07-14,2019-04-12
KCAP US,2014-06-27,2013-09-13,KOHLBERG CAPITAL CORP,1372807.0,2007-04-14,2012-07-13
KCAP US,2014-06-27,2013-09-13,PORTMAN RIDGE FINANCE CORP,1372807.0,2019-04-13,2099-12-31
KCG US,2017-06-16,2010-05-28,KCG HOLDINGS INC,1569391.0,2013-07-15,2099-12-31
KCG US,2017-06-16,2010-05-28,KNIGHT CAPITAL GROUP INC,1060749.0,2007-04-14,2099-12-31
KCI US,2011-10-28,2004-07-09,ACELITY HOLDINGS INC -REDH,1651347.0,2015-09-12,2099-12-31
KCI US,2011-10-28,2004-07-09,KINETIC CONCEPTS INC,831967.0,2007-04-14,2015-09-11
KCI US,2011-10-28,2004-07-09,II-VI INC,820318.0,2007-04-14,2014-04-11
KCI US,2011-10-28,2004-07-09,II-VI INC,820318.0,2014-04-12,2099-12-31
KCP US,2012-09-21,2003-09-19,COLE KENNETH PROD INC  -CL A,921691.0,2007-04-14,2099-12-31
KCS US,2006-07-07,2003-10-24,KCS ENERGY INC,832820.0,2007-04-14,2099-12-31
KDMN US,2021-11-05,2018-06-29,KADMON HOLDINGS INC,1557142.0,2016-09-10,2099-12-31
KDMN US,2021-11-05,2018-06-29,KADMON HOLDINGS INC -REDH,1557142.0,2016-07-09,2016-09-09
KDN US,2013-10-11,2003-01-31,KAYDON CORP,740694.0,2007-04-14,2099-12-31
KDNY US,2022-02-11,2021-07-02,CHINOOK THERAPEUTICS INC,1768185.0,2020-12-12,2099-12-31
KDP US,2022-02-11,2019-04-05,KEURIG DR PEPPER INC,1418135.0,2018-07-14,2099-12-31
KDP US,2022-02-11,2019-04-05,GREEN MTN COFFEE ROASTERS,909954.0,2007-04-14,2014-04-11
KDP US,2022-02-11,2019-04-05,KEURIG DR PEPPER INC,1418135.0,2018-08-11,2018-09-07
KDP US,2022-02-11,2019-04-05,KEURIG GREEN MOUNTAIN INC,909954.0,2014-04-12,2018-07-13
KEA US,2007-06-01,2003-01-31,KEANE INC,54883.0,2007-04-14,2099-12-31
KED US,2011-03-11,2007-06-29,KAYNE ANDERSON ENERGY DEV CO,1363890.0,2007-04-14,2008-04-11
KED US,2011-03-11,2007-06-29,KAYNE ANDERSON ENERGY DEV CO,1363890.0,2008-04-12,2099-12-31
KEG US,2019-03-15,2017-09-29,KEY ENERGY SERVICES INC,318996.0,2020-04-11,2099-12-31
KEG US,2019-03-15,2017-09-29,KEY ENERGY SERVICES INC,318996.0,2007-04-14,2020-04-10
KEI US,2005-04-22,2004-06-18,KEITHLEY INSTR INC,54991.0,2007-04-14,2010-12-10
KEI US,2005-04-22,2004-06-18,KEITHLEY INSTRUMENTS INC,54991.0,2010-12-11,2099-12-31
KELYA US,2022-02-11,2003-04-25,KELLY SERVICES INC  -CL A,55135.0,2007-04-14,2008-09-12
KELYA US,2022-02-11,2003-04-25,KELLY SERVICES INC  -CL A,55135.0,2008-09-13,2099-12-31
KEM US,2020-06-12,2003-01-31,KEMET CORP,887730.0,2007-04-14,2099-12-31
KEM US,2020-06-12,2003-01-31,KEMET CORP,887730.0,2007-04-14,2099-12-31
KERX US,2018-12-07,2004-06-25,KERYX BIOPHARMACEUTICALS INC,1114220.0,2007-04-14,2099-12-31
KEX US,2022-02-11,2003-01-31,KIRBY CORP,56047.0,2007-04-14,2099-12-31
KEY US,2022-02-11,2003-01-31,KEYCORP,91576.0,2007-04-14,2099-12-31
KEYN US,2013-08-16,2004-03-26,KEYNOTE SYSTEMS INC,1032761.0,2007-04-14,2099-12-31
KEYS US,2022-02-11,2003-09-19,KEYSTONE AUTOMOTIVE INDS INC,1012393.0,2007-04-14,2099-12-31
KEYS US,2022-02-11,2003-09-19,KEYSIGHT TECHNOLOGIES  -SPN,1601046.0,2014-05-10,2014-11-07
KEYS US,2022-02-11,2003-09-19,KEYSIGHT TECHNOLOGIES INC,1601046.0,2014-11-08,2099-12-31
KEYW US,2019-06-07,2005-06-24,ESSEX CORP,355199.0,2007-04-14,2099-12-31
KEYW US,2019-06-07,2005-06-24,KEYW HOLDING CORP,1487101.0,2010-10-09,2099-12-31
KEYW US,2019-06-07,2005-06-24,KEYW HOLDING CORP -REDH,1487101.0,2010-07-10,2010-10-08
KFI US,2007-06-15,2006-05-05,K&F INDUSTRIES HOLDINGS INC,1310663.0,2007-04-14,2099-12-31
KFRC US,2022-02-11,2004-06-25,KFORCE INC,930420.0,2007-04-14,2008-09-12
KFRC US,2022-02-11,2004-06-25,KFORCE INC,930420.0,2008-09-13,2099-12-31
KFX US,2015-03-20,2014-08-29,KOFAX LTD,1556884.0,2013-12-14,2099-12-31
KFX US,2015-03-20,2014-08-29,KOFAX PLC,1556884.0,2013-10-13,2013-12-13
KFY US,2022-02-11,2003-07-18,KORN/FERRY INTERNATIONAL,56679.0,2007-04-14,2008-09-12
KFY US,2022-02-11,2003-07-18,KORN FERRY,56679.0,2019-01-12,2099-12-31
KFY US,2022-02-11,2003-07-18,KORN/FERRY INTERNATIONAL,56679.0,2008-09-13,2019-01-11
KG US,2011-01-28,2003-01-31,KING PHARMACEUTICALS INC,1047699.0,2007-04-14,2099-12-31
KHC US,2022-02-11,2016-03-25,HEINZ (H J) CO,46640.0,2007-04-14,2015-04-10
KHC US,2022-02-11,2016-03-25,HEINZ (H J) CORP II,1600508.0,2015-04-11,2015-07-10
KHC US,2022-02-11,2016-03-25,KRAFT HEINZ CO,1637459.0,2015-07-11,2099-12-31
KIDS US,2022-02-11,2018-07-06,ORTHOPEDIATRICS CORP,1425450.0,2017-11-11,2099-12-31
KIDS US,2022-02-11,2018-07-06,ORTHOPEDIATRICS CORP -REDH,1425450.0,2016-07-09,2017-11-10
KIM US,2006-04-28,2003-01-31,KIMCO REALTY CORP,879101.0,2007-04-14,2016-09-09
KIM US,2006-04-28,2003-01-31,KIMCO REALTY CORP,879101.0,2016-09-10,2099-12-31
KIN US,2021-06-25,2014-09-05,KINDRED BIOSCIENCES INC,1561743.0,2013-12-14,2099-12-31
KIND US,2004-10-22,2003-07-18,KINDRED HEALTHCARE INC,1060009.0,2007-04-14,2099-12-31
KIRK US,2022-02-11,2004-01-23,KIRKLAND'S INC,1056285.0,2007-04-14,2099-12-31
KITD US,2012-04-13,2010-07-02,KIT DIGITAL INC,1076700.0,2008-06-14,2018-06-08
KITD US,2012-04-13,2010-07-02,ROO GROUP INC,1076700.0,2007-04-14,2008-06-13
KITE US,2017-09-29,2015-11-13,KITE PHARMA INC,1510580.0,2014-07-12,2099-12-31
KITE US,2017-09-29,2015-11-13,KITE PHARMA INC  -REDH,1510580.0,2014-06-14,2014-07-11
KKD US,2016-07-22,2003-01-31,KRISPY KREME DOUGHNUTS INC,1100270.0,2007-04-14,2021-07-09
KKD US,2016-07-22,2003-01-31,KRISPY KREME INC,1857154.0,2021-07-10,2099-12-31
KKR US,2022-02-11,2020-07-03,KKR & CO INC,1404912.0,2018-07-14,2099-12-31
KKR US,2022-02-11,2020-07-03,KKR & CO LP,1404912.0,2010-08-14,2018-07-13
KKR US,2022-02-11,2020-07-03,KKR & CO LP-REDH,1404912.0,2008-05-10,2010-08-13
KLAC US,2022-02-11,2003-01-31,KLA CORP,319201.0,2019-08-10,2099-12-31
KLAC US,2022-02-11,2003-01-31,KLA-TENCOR CORP,319201.0,2007-04-14,2019-08-09
KLDO US,2021-09-17,2020-09-25,KALEIDO BIOSCIENCES I -REDH,1751299.0,2019-02-09,2019-03-08
KLDO US,2021-09-17,2020-09-25,KALEIDO BIOSCIENCES INC,1751299.0,2019-03-09,2099-12-31
KLDX US,2018-07-13,2017-06-30,KLONDEX MINES LTD,1311605.0,2015-06-13,2099-12-31
KLDX US,2018-07-13,2017-06-30,KLONDEX MINES LTD,1311605.0,2012-03-10,2015-06-12
KLIC US,2022-02-11,2003-01-31,KULICKE & SOFFA INDUSTRIES,56978.0,2007-04-14,2099-12-31
KLXE US,2020-01-24,2019-07-05,KLX ENERGY SERVS HLDNG,1738827.0,2018-10-13,2099-12-31
KLXE US,2020-01-24,2019-07-05,KLX ENERGY SERVS HLDNG,1738827.0,2018-10-13,2099-12-31
KLXI US,2018-10-05,2015-08-28,KLX INC,1617898.0,2015-01-10,2099-12-31
KMB US,2022-02-11,2003-01-31,KIMBERLY-CLARK CORP,55785.0,2007-04-14,2099-12-31
KMG US,2018-11-09,2003-01-31,KMG CHEMICALS INC,1028215.0,2007-04-14,2099-12-31
KMG US,2018-11-09,2003-01-31,KERR-MCGEE CORP,1141185.0,2007-04-14,2099-12-31
KMI US,2022-02-11,2012-06-08,KINDER MORGAN INC,54502.0,2007-04-14,2011-02-11
KMI US,2022-02-11,2012-06-08,KINDER MORGAN INC,1506307.0,2011-02-12,2099-12-31
KMPR US,2022-02-11,2011-09-02,KEMPER CORP/DE,860748.0,2011-09-10,2018-07-13
KMPR US,2022-02-11,2011-09-02,UNITRIN INC,860748.0,2007-04-14,2011-09-09
KMPR US,2022-02-11,2011-09-02,KEMPER CORP/DE,860748.0,2018-07-14,2099-12-31
KMT US,2022-02-11,2003-01-31,KENNAMETAL INC,55242.0,2007-04-14,2099-12-31
KMX US,2022-02-11,2003-01-31,CARMAX INC,1170010.0,2007-04-14,2099-12-31
KN US,2022-02-11,2014-11-07,KNOWLES CORP,1587523.0,2014-03-08,2099-12-31
KNBT US,2008-02-01,2004-09-03,KNBT BANCORP INC,1236964.0,2007-04-14,2099-12-31
KND US,2018-04-13,2004-10-29,KINDRED HEALTHCARE INC,1060009.0,2007-04-14,2099-12-31
KNDL US,2011-07-08,2006-06-09,KENDLE INTERNATIONAL INC,1039151.0,2007-04-14,2099-12-31
KNGT US,2004-12-24,2003-01-31,KNIGHT TRANSPORTATION INC,929452.0,2007-04-14,2017-10-13
KNGT US,2004-12-24,2003-01-31,KNIGHT-SWIFT TRPTN HLDGS INC,929452.0,2017-10-14,2018-04-13
KNGT US,2004-12-24,2003-01-31,KNIGHT-SWIFT TRPTN HLDGS INC,1492691.0,2018-04-14,2099-12-31
KNL US,2020-05-08,2005-09-09,KNOLL INC,1011570.0,2007-04-14,2099-12-31
KNOL US,2012-07-13,2007-06-29,KNOLOGY INC,1096788.0,2007-04-14,2008-09-12
KNOL US,2012-07-13,2007-06-29,KNOLOGY INC,1096788.0,2008-09-13,2099-12-31
KNOT US,2006-09-29,2006-06-30,KNOT INC,1062292.0,2007-04-14,2011-07-08
KNOT US,2006-09-29,2006-06-30,XO GROUP INC,1062292.0,2011-07-09,2018-10-12
KNOT US,2006-09-29,2006-06-30,XO GROUP INC,1062292.0,2018-10-13,2099-12-31
KNSA US,2022-02-11,2019-02-15,KINIKSA PHRMCETCLS LTD,1730430.0,2018-08-11,2099-12-31
KNSA US,2022-02-11,2019-02-15,KINIKSA PHRMCETCLS LTD -REDH,1730430.0,2018-06-09,2018-08-10
KNSL US,2022-02-11,2017-04-28,KINSALE CAPITAL GROUP INC,1669162.0,2016-08-13,2099-12-31
KNSY US,2012-06-15,2003-03-21,KENSEY NASH CORP,1002811.0,2007-04-14,2099-12-31
KNTA US,2005-02-25,2004-12-31,KINTERA INC,1117119.0,2007-04-14,2099-12-31
KNTE US,2022-02-11,2021-08-27,KINNATE BIOPHARMA INC,1797768.0,2021-01-09,2099-12-31
KNX US,2022-02-11,2004-12-31,KNIGHT TRANSPORTATION INC,929452.0,2007-04-14,2017-10-13
KNX US,2022-02-11,2004-12-31,KNIGHT-SWIFT TRPTN HLDGS INC,929452.0,2017-10-14,2018-04-13
KNX US,2022-02-11,2004-12-31,KNIGHT-SWIFT TRPTN HLDGS INC,1492691.0,2018-04-14,2099-12-31
